X,,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1
2746,28122,2309527333,EU872953,Pagamea duckei,-60.04,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2747,28123,2309244539,EU872543,Pagamea duckei,-60.27,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2748,28124,2307326112,EU872952,Pagamea duckei,-60.27,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2749,28125,2306879172,EU872515,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2750,28126,2306755283,KU159799,Pagamea duckei,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2751,28127,2306635342,EU872729,Pagamea duckei,-60.04,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2752,28128,2306419669,EU872731,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2753,28129,2305983665,EU872514,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2754,28130,2305283692,EU872513,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2755,28131,2305223291,KU159798,Pagamea duckei,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2756,28132,2304919543,EU872730,Pagamea duckei,-60.27,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2757,28133,2304636851,EU872512,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2758,28134,2304363476,EU872516,Pagamea duckei,-60.05,-2.67,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2775,28153,2311103487,KU159869,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2776,28156,2310974920,KU159868,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2777,28158,2310943033,EU872582,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2780,28162,2310820605,EU872593,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2785,28169,2310533338,EU872589,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2788,28173,2310480243,KU159867,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2789,28174,2310469993,EU872592,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2798,28184,2310191011,EU872590,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2800,28186,2310145981,EU872616,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2811,28203,2309798508,EU872617,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2813,28206,2309753210,EU872581,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2816,28210,2309653734,KU159866,Pagamea guianensis,-53.61,-1.66,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2817,28211,2309650465,KU159863,Pagamea guianensis,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2819,28213,2309614266,KU159931,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2820,28214,2309566162,EU872948,Pagamea guianensis,-60.52,0.33,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2823,28217,2309550292,EU872741,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2824,28218,2309546147,KU159930,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2825,28220,2309453726,KU159841,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2826,28221,2309411929,EU872751,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2829,28224,2309366254,KU159785,Pagamea guianensis,-60.03,-2.02,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2830,28226,2309327716,KU159865,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2833,28230,2309297292,KU159933,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2836,28235,2309125352,EU872743,Pagamea guianensis,-60.52,0.33,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2837,28237,2308994015,KU159932,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2842,28244,2308708714,EU872591,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2847,28249,2308627022,KU159870,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2848,28251,2308580395,KU159864,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2852,28255,2308454037,EU872884,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2854,28257,2308354393,EU872881,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2858,28261,2308322416,EU872740,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2861,28264,2308167098,EU872789,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2863,28266,2308148992,KU159831,Pagamea guianensis,-60.7,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2864,28267,2308141157,EU872618,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2871,28277,2307847506,EU872949,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2874,28281,2307776917,KU159830,Pagamea guianensis,-60.7,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2875,28282,2307772840,KU159934,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2877,28284,2307732010,EU872739,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2880,28288,2307577095,KU159828,Pagamea guianensis,-60.97,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2881,28289,2307574865,KU159779,Pagamea guianensis,-60.93,-1.45,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2883,28292,2307528626,EU872615,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2886,28295,2307444441,KU159820,Pagamea guianensis,-60.91,-1.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2904,28315,2307025468,KU159823,Pagamea guianensis,-60.64,-2.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2906,28317,2306879797,KU159834,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2915,28330,2306611796,KU159821,Pagamea guianensis,-60.91,-1.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2921,28336,2306443828,EU872944,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2925,28340,2306214154,KU159929,Pagamea guianensis,-51.62,-0.05,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2929,28346,2306042807,EU872945,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2948,28367,2305565750,KU159833,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2950,28369,2305500660,KU159824,Pagamea guianensis,-60.64,-2.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2961,28381,2305207560,KU159871,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2967,28388,2304990073,KU159835,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2968,28390,2304917816,KU160106,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2972,28395,2304798643,KU159829,Pagamea guianensis,-60.97,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2983,28410,2304552409,KU159832,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
2985,28412,2304472338,KU159928,Pagamea guianensis,-51.52,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3020,28456,2311106637,EU872954,Pagamea macrophylla,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3021,28457,2311002467,EU872837,Pagamea macrophylla,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3022,28458,2310128822,EU872838,Pagamea macrophylla,-59.98,-2.89,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3023,28459,2309192885,EU872522,Pagamea macrophylla,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3024,28460,2306894381,EU872521,Pagamea macrophylla,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3025,28461,2305379976,EU872899,Pagamea macrophylla,-59.98,-2.89,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3046,28489,2307114216,EU872637,Pagamea plicata,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3047,28491,2306878623,EU872818,Pagamea plicata,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3048,28492,2306748525,EU872636,Pagamea plicata,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3049,28493,2306646193,EU872923,Pagamea plicata,-60.02,-1.98,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3050,28495,2306193365,EU872635,Pagamea plicata,-60.02,-1.98,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3055,28501,2305700059,EU872819,Pagamea plicata,-60.02,-1.98,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3056,28502,2305676235,EU872929,Pagamea plicata,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3059,28507,2304817753,EU872634,Pagamea plicata,-60.02,-1.98,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3067,28517,2311246486,KU159813,Pagamea plicatiformis,-60.3,-2.69,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3069,28519,2311097465,KU159803,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3071,28521,2310888706,KU159802,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3072,28522,2310726184,KU159945,Pagamea plicatiformis,-60.06,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3073,28523,2310197193,EU872825,Pagamea plicatiformis,-60.26,-2.78,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3075,28525,2310036721,KU159949,Pagamea plicatiformis,-60.06,-1.9,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3077,28527,2309969663,KU159804,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3081,28531,2309362546,KU159948,Pagamea plicatiformis,-60.06,-1.9,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3082,28532,2309303097,KU159801,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3083,28533,2309285778,EU872905,Pagamea plicatiformis,-60.08,-1.94,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3084,28534,2309167400,KU159800,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3085,28535,2309019497,EU872799,Pagamea plicatiformis,-60.26,-2.79,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3086,28536,2308974138,EU872797,Pagamea plicatiformis,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3087,28538,2308914622,KU159814,Pagamea plicatiformis,-60.3,-2.69,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3088,28539,2308913958,KU159812,Pagamea plicatiformis,-60.3,-2.69,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3090,28541,2308404603,KU159947,Pagamea plicatiformis,-60.06,-1.9,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3091,28542,2308395474,KU159946,Pagamea plicatiformis,-60.06,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3092,28543,2308225113,EU872633,Pagamea plicatiformis,-60.07,-1.95,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3093,28544,2308130323,KU159952,Pagamea plicatiformis,-59.49,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3094,28545,2308004679,KU159805,Pagamea plicatiformis,-60.3,-2.68,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3095,28547,2307557703,EU872736,Pagamea plicatiformis,-60.08,-1.94,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3096,28549,2307287276,KU160025,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3097,28550,2307260814,KU159954,Pagamea plicatiformis,-59.49,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3098,28551,2307228546,EU872943,Pagamea plicatiformis,-60.07,-1.95,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3099,28552,2307072910,KU159953,Pagamea plicatiformis,-59.49,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3100,28553,2306764229,KU160023,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3101,28554,2306722058,KU160024,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3102,28555,2306505527,EU872938,Pagamea plicatiformis,-60.26,-2.78,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3103,28556,2306498920,EU872941,Pagamea plicatiformis,-60.26,-2.79,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3104,28557,2306453674,EU872638,Pagamea plicatiformis,-60.26,-2.78,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3105,28558,2306421810,EU872940,Pagamea plicatiformis,-60.26,-2.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3106,28559,2305896006,KU159950,Pagamea plicatiformis,-59.49,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3107,28560,2305819467,KU160026,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3109,28563,2305305338,EU872632,Pagamea plicatiformis,-60.07,-1.95,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3110,28565,2305193161,KU160022,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3111,28566,2305189937,KU160027,Pagamea plicatiformis,-60.24,-2.85,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3112,28567,2305003941,KU159951,Pagamea plicatiformis,-59.49,-1.99,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3113,28568,2304794970,EU872737,Pagamea plicatiformis,-60.07,-1.95,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3115,28573,2304158398,EU872639,Pagamea plicatiformis,-60.26,-2.78,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3116,28574,2311141162,KU159859,Pagamea puberula,-56.36,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3117,28575,2311012054,KU159851,Pagamea puberula,-55.87,-1.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3118,28576,2310637739,KU159778,Pagamea puberula,-56.74,-2.16,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3119,28577,2310610662,KU159860,Pagamea puberula,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3121,28579,2310254912,KU160018,Pagamea puberula,-60.15,-2.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3122,28580,2310190799,KU159854,Pagamea puberula,-55.57,-1.1,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3124,28582,2310011427,KU159856,Pagamea puberula,-56.35,-1.49,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3127,28585,2309905177,KU160019,Pagamea puberula,-60.15,-2.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3128,28586,2309875888,KU159981,Pagamea puberula,-59.14,-2.91,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3129,28587,2309710603,KU159855,Pagamea puberula,-54.65,-1.72,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3130,28588,2309644667,KU159850,Pagamea puberula,-55.7,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3131,28589,2309420498,KU159862,Pagamea puberula,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3132,28590,2309407551,KU159980,Pagamea puberula,-59.14,-2.91,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3134,28592,2309282997,KU159861,Pagamea puberula,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3135,28593,2309026845,KU159857,Pagamea puberula,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3138,28596,2308870216,EU872826,Pagamea puberula,-55.58,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3140,28598,2308479183,KU159853,Pagamea puberula,-55.56,-1.1,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3141,28599,2308249704,KU159982,Pagamea puberula,-59.14,-2.91,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3142,28600,2308226504,KU159858,Pagamea puberula,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3145,28603,2307766240,KU159777,Pagamea puberula,-56.74,-2.16,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3148,28606,2307369307,KU159852,Pagamea puberula,-55.65,-1.13,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3156,28614,2306246591,KU159872,Pagamea puberula,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3157,28615,2306028147,KU159848,Pagamea puberula,-55.71,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3158,28616,2305921428,KU159846,Pagamea puberula,-55.71,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3164,28622,2305252190,KU160021,Pagamea puberula,-60.11,-2.34,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3167,28625,2305055870,EU872892,Pagamea puberula,-55.58,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3169,28627,2305036999,KU159849,Pagamea puberula,-55.71,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3174,28632,2304599690,KU159847,Pagamea puberula,-55.71,-1.17,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3176,28634,2304435865,KU160020,Pagamea puberula,-60.1,-2.34,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
3177,28635,2304252318,KU159845,Pagamea puberula,-55.87,-1.77,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
22,1157,2308930955,KX687579,Aeschynomene scabra,-76.2,-6.45,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
681,3640,2308058754,JQ710557,Cordia alliodora,-76,-6.58,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
683,3642,2307976919,JQ710544,Cordia alliodora,-76,-6.58,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1240,5125,2311245698,KJ734379,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1242,5127,2311196631,KJ734383,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1246,5131,2311149136,KJ734530,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1249,5134,2311032642,KJ734523,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1250,5135,2311031159,KJ734524,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1257,5142,2310890998,KJ734368,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1287,5172,2310418905,KJ734380,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1298,5183,2310280728,KJ734382,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1300,5185,2310214311,KJ734376,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1304,5189,2310132622,KJ734527,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1305,5190,2310111264,KJ734377,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1310,5196,2310000977,KJ734367,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1318,5204,2309860756,KJ734522,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1326,5212,2309621215,KJ734366,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1337,5223,2309488702,KJ734370,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1339,5225,2309456492,KJ734378,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1345,5231,2309229967,KJ734528,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1350,5236,2309178246,KJ734385,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1352,5238,2309170525,KJ734381,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1367,5253,2308659527,KJ734529,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1384,5270,2308317236,KJ734384,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1386,5273,2308175676,KJ734351,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1387,5274,2308155142,KJ734369,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1388,5276,2308041942,KJ734354,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1414,5305,2307254878,KJ734348,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1422,5314,2306856820,KJ734516,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1435,5328,2306465237,KJ734513,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1442,5335,2306280786,KJ734515,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1450,5344,2305885366,KJ734347,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1451,5345,2305883322,KJ734350,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1453,5347,2305787506,KJ734352,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1455,5349,2305695608,KJ734349,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1459,5353,2305512691,KJ734355,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1461,5355,2305485161,KJ734514,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1475,5371,2304847356,KJ734346,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
