X,,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1
4760,31631,2308311550,MF786048,Trigynaea caudata,-60.38,6.38,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4761,31632,2306690566,MF786120,Triplophyllum funestum,-58.17,3.37,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4767,31689,2308885942,MF785386,Trymatococcus oligandrus,-58.32,3.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4768,31690,2304140646,MF786327,Trymatococcus oligandrus,-58.32,3.4,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4772,31694,2308532237,MF786273,Tylopsacas cuneatum,-60.57,6.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4773,31695,2306007085,MF785353,Tylopsacas cuneatum,-60.57,6.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4774,31696,2305969854,MF786087,Tylopsacas cuneatum,-60.57,6.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4775,31697,2310853180,MF786144,Unonopsis guatterioides,-58.17,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4776,31698,2310695810,MF786352,Unonopsis guatterioides,-58.17,3.35,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4781,31703,2307622333,MF786217,Urospatha sagittifolia,-60.58,6.33,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4782,31704,2307268075,MF786121,Urvillea ulmacea,-58.11,3.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
4792,31718,2310646523,MF786307,Vittaria lineata,-58.13,3.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
690,3660,2304543676,JQ710572,Cordia alliodora,-64,7,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
692,3662,2304458875,JQ710521,Cordia alliodora,-64,7,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
2728,28104,2305700593,EU872864,Pagamea coriacea,-66.4,4.75,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
2734,28110,2305175596,EU872768,Pagamea coriacea,-66.4,4.75,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3026,28462,2308564868,EU872967,Pagamea montana,-63.39,0.95,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3027,28463,2308249318,EU872966,Pagamea montana,-63.45,0.92,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3028,28464,2307029759,EU872526,Pagamea montana,-63.45,0.92,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3029,28465,2306038105,EU872733,Pagamea montana,-63.39,0.95,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3031,28467,2304672852,EU872727,Pagamea montana,-63.45,0.92,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3189,28647,2309433476,EU872969,Pagamea thyrsiflora,-66.38,4.75,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3199,28657,2304760491,EU872734,Pagamea thyrsiflora,-66.38,4.75,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3203,28661,2306854792,EU872979,Pagamea velutina,-67.4,4.85,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3204,28662,2305642078,EU872699,Pagamea velutina,-67.4,4.85,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3205,28663,2305530984,EU872508,Pagamea velutina,-67.4,4.85,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3206,28664,2305517914,EU872509,Pagamea velutina,-67.4,4.85,Tropical & Subtropical Moist Broadleaf Forests,Guianan piedmont moist forests
3150,28608,2306900200,KU159876,Pagamea puberula,-54.4,-2.14,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3154,28612,2306603997,KU159878,Pagamea puberula,-54.41,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3160,28618,2305575855,KU159877,Pagamea puberula,-54.4,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3166,28624,2305163548,KU159874,Pagamea puberula,-54.41,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3168,28626,2305042991,KU159879,Pagamea puberula,-54.41,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3172,28630,2304683297,KU159873,Pagamea puberula,-54.41,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
3173,28631,2304640019,KU159875,Pagamea puberula,-54.4,-2.14,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea
75,1326,2311122688,MF363105,Ankistrodesmus falcatus,-73.24,-3.68,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
76,1327,2310199785,MF363106,Ankistrodesmus falcatus,-73.24,-3.68,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
77,1328,2308762191,MF363104,Ankistrodesmus falcatus,-73.24,-3.68,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
78,1329,2308144457,MF363107,Ankistrodesmus falcatus,-73.24,-3.68,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
854,3960,2310720830,LT630625,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
855,3961,2310198412,LT630644,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
856,3962,2309781827,LT630623,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
857,3963,2309693182,LT630682,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
858,3964,2309476369,LT630680,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
859,3965,2308544756,LT630642,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
860,3966,2305353061,LT630663,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
861,3967,2304929515,LT630661,Cyperus articulatus,-73.85,-10.67,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1251,5136,2311023752,KJ734332,Ficus insipida,-73.17,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1255,5140,2310958917,KJ734323,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1259,5144,2310881981,KJ734498,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1260,5145,2310852211,KJ734328,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1265,5150,2310791268,KJ734327,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1272,5157,2310705970,KJ734320,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1277,5162,2310650938,KJ734335,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1279,5164,2310636366,KJ734321,Ficus insipida,-72.24,-3.61,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1283,5168,2310452195,KJ734330,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1286,5171,2310425292,KJ734372,Ficus insipida,-75.06,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1289,5174,2310411319,KJ734374,Ficus insipida,-75.05,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1294,5179,2310355971,KJ734334,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1314,5200,2309903126,KJ734525,Ficus insipida,-75.05,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1333,5219,2309544768,KJ734507,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1343,5229,2309367983,KJ734375,Ficus insipida,-75.05,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1347,5233,2309218168,KJ734331,Ficus insipida,-73.17,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1348,5234,2309200126,KJ734324,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1349,5235,2309183089,KJ734499,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1353,5239,2309070960,KJ734336,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1357,5243,2308834387,KJ734371,Ficus insipida,-75.05,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1369,5255,2308621777,KJ734333,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1371,5257,2308529398,KJ734526,Ficus insipida,-75.05,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1372,5258,2308479547,KJ734329,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1377,5263,2308405708,KJ734322,Ficus insipida,-72.24,-3.61,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1380,5266,2308373700,KJ734326,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1393,5282,2307773829,KJ734325,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1397,5287,2307577737,KJ734504,Ficus insipida,-73.17,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1405,5295,2307476368,KJ734373,Ficus insipida,-75.06,-8.83,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1409,5299,2307403993,KJ734505,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1410,5300,2307342721,KJ734501,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1412,5303,2307324008,KJ734506,Ficus insipida,-73.16,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1418,5310,2307077971,KJ734503,Ficus insipida,-73.17,-4.05,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1447,5341,2306016445,KJ734500,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
1472,5368,2304909548,KJ734502,Ficus insipida,-72.24,-3.62,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2513,26682,2310098704,JX569368,Myrciaria dubia,-73.42,-3.95,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2514,26683,2307197399,KM387407,Myrciaria dubia,-73.42,-3.95,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2515,26684,2304341493,KP255843,Myrciaria dubia,-73.42,-3.95,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2630,28004,2311010203,EU872785,Pagamea acrensis,-73.02,-7.4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2635,28009,2308108174,EU872586,Pagamea acrensis,-73.02,-7.4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
2636,28010,2307960743,EU872880,Pagamea acrensis,-73.02,-7.4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3033,28474,2309911746,EU872792,Pagamea plicata,-73.4,-3.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3034,28475,2309729247,EU872917,Pagamea plicata,-73.42,-3.95,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3037,28478,2309217205,EU872668,Pagamea plicata,-73.4,-3.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3039,28480,2309163090,EU872669,Pagamea plicata,-73.4,-3.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3041,28483,2308854180,EU872793,Pagamea plicata,-73.43,-4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3042,28484,2308608984,EU872658,Pagamea plicata,-73.43,-4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3043,28485,2308355274,EU872657,Pagamea plicata,-73.43,-4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3045,28487,2307916208,EU872791,Pagamea plicata,-73.42,-3.95,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3051,28496,2306116906,EU872922,Pagamea plicata,-73.4,-3.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3066,28516,2304143117,EU872932,Pagamea plicata,-73.43,-4,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3639,29627,2310853666,KF776095,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3641,29629,2309793232,KF775971,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3645,29633,2308909330,KF776039,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3646,29634,2308893761,KF775853,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3648,29636,2308466237,KF775679,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3649,29637,2307494831,KF775798,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3650,29638,2307026456,KF775745,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3651,29639,2306953737,KF775633,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3653,29641,2306343245,KF775910,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3657,29645,2305099046,KF775754,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
3659,29647,2304821515,KF776025,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4079,30551,2311178384,KR076269,Spondias testudinis,-68.37,-10.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4080,30552,2310744265,KP964276,Spondias testudinis,-67.92,-10.46,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4082,30554,2310412522,KP964279,Spondias testudinis,-68.37,-10.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4087,30559,2308626006,KR076266,Spondias testudinis,-67.92,-10.46,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4088,30560,2307755198,KR055949,Spondias testudinis,-67.92,-10.46,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4093,30565,2307032408,KR081871,Spondias testudinis,-67.92,-10.46,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4096,30568,2306801088,KR055952,Spondias testudinis,-68.37,-10.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4099,30571,2306258685,KR081874,Spondias testudinis,-68.37,-10.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4100,30572,2305988278,KR026190,Spondias testudinis,-67.92,-10.46,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
4103,30575,2304312714,KR026193,Spondias testudinis,-68.37,-10.91,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
90,1347,2307931638,KY450681,Anthurium uleanum,-70.1,1.08,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
145,1491,2310054031,KR270488,Besleria sprucei,-70239,676,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
146,1492,2304304909,KR082836,Besleria sprucei,-70239,676,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
609,3558,2304786253,KY450671,Clidemia japurensis,-70.27,0.66,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
625,3574,2306637048,KR270500,Codonanthe crassifolia,-70134,893,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
626,3575,2305481991,KR082833,Codonanthe crassifolia,-70.24,1194,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
882,4027,2307848022,KR270487,Desmoscelis villosa,-70237,708,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
1604,5679,2309391971,KP900743,Guzmania vittata,-70239,676,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2189,6951,2309672626,KR270494,Leandra aristigera,-70009,811,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2289,7080,2306834403,KR082837,Maieta poeppigii,-70239,676,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2324,26272,2308915838,KY450682,Marmaroxylon claviflorum,-70.1,1.08,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2367,26327,2308074104,KR270496,Miconia longispicata,-70024,818,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2419,26406,2308770109,KR270497,Montrichardia arborescens,-70024,818,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2616,26892,2306617832,KR082835,Opisthocentra clidemioides,-70237,708,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2634,28008,2308716249,EU872679,Pagamea acrensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2637,28011,2307802406,EU872680,Pagamea acrensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2641,28015,2305022124,EU872846,Pagamea acrensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2642,28016,2304992396,EU872802,Pagamea acrensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2655,28029,2307947171,EU872732,Pagamea aracaensis,-61.77,-1.82,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2657,28031,2307489121,EU872836,Pagamea aracaensis,-61.59,-1.91,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2661,28035,2306651439,EU872518,Pagamea aracaensis,-61.77,-1.82,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2664,28038,2305321547,EU872970,Pagamea aracaensis,-61.77,-1.82,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2666,28040,2304942085,EU872520,Pagamea aracaensis,-61.59,-1.91,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2668,28042,2304898715,EU872519,Pagamea aracaensis,-61.59,-1.91,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2671,28045,2304263027,EU872897,Pagamea aracaensis,-61.59,-1.91,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2672,28046,2304242926,EU872517,Pagamea aracaensis,-61.77,-1.82,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2685,28061,2310916944,EU872866,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2687,28063,2310805409,EU872677,Pagamea coriacea,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2690,28066,2310603884,EU872620,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2691,28067,2310518989,EU872613,Pagamea coriacea,-60.55,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2692,28068,2309997594,EU872912,Pagamea coriacea,-67.41,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2697,28073,2308939980,EU872614,Pagamea coriacea,-60.55,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2699,28075,2308376680,EU872865,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2700,28076,2308364943,EU872612,Pagamea coriacea,-60.54,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2702,28078,2308182573,EU872678,Pagamea coriacea,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2703,28079,2308179976,EU872810,Pagamea coriacea,-67.41,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2708,28084,2307264919,EU872619,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2709,28085,2307140780,EU872767,Pagamea coriacea,-65.17,-0.47,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2710,28086,2307080883,EU872855,Pagamea coriacea,-60.54,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2719,28095,2306548584,EU872780,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2720,28096,2306532078,EU872859,Pagamea coriacea,-65.17,-0.47,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2722,28098,2306213447,EU872781,Pagamea coriacea,-60.55,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2724,28100,2305960648,EU872853,Pagamea coriacea,-60.55,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2730,28106,2305592286,EU872776,Pagamea coriacea,-61.59,-1.92,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2731,28107,2305549920,EU872858,Pagamea coriacea,-61.59,-1.92,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2735,28111,2304945022,EU872682,Pagamea coriacea,-67.41,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2736,28112,2304861645,EU872681,Pagamea coriacea,-67.41,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2740,28116,2304556644,EU872765,Pagamea coriacea,-61.76,-1.81,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2742,28118,2304406106,EU872778,Pagamea coriacea,-60.54,-3.03,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2743,28119,2304279330,EU872642,Pagamea coriacea,-65.17,-0.47,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2786,28170,2310510227,EU872870,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2806,28197,2309914120,EU872839,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2831,28227,2309315854,EU872756,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2834,28231,2309283461,EU872911,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2841,28242,2308754753,EU872790,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2857,28260,2308326592,KU159826,Pagamea guianensis,-60.73,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2859,28262,2308314954,EU872640,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2868,28273,2308023612,KU159775,Pagamea guianensis,-61.78,-1.8,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2876,28283,2307749711,KU159844,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2887,28296,2307398311,KU159842,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2890,28299,2307336615,KU159912,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2896,28306,2307166324,EU872641,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2901,28311,2307087641,KU159822,Pagamea guianensis,-60.99,-2.44,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2908,28321,2306832390,KU159843,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2910,28323,2306801252,KU160110,Pagamea guianensis,-63.48,-0.46,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2918,28333,2306509537,EU872689,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2919,28334,2306490832,EU872688,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2920,28335,2306463910,KU159913,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2926,28341,2306210153,KU159910,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2931,28348,2305966531,KU159909,Pagamea guianensis,-64.77,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2932,28349,2305956816,KU159911,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2940,28359,2305769211,KU159914,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2941,28360,2305752381,KU159908,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2942,28361,2305678917,KU159827,Pagamea guianensis,-60.72,-2.63,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2945,28364,2305618080,EU872851,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2949,28368,2305527989,KU159837,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2951,28370,2305450188,KU159838,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
2955,28374,2305413818,EU872687,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
