"X" "gbifID","occurrenceID","decimalLatitude","decimalLongitude","identifier","homepolygon"
"154","266",2309599667,"KR025993",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"155","267",2309599289,"KP878502",-3.7,-73.2588,"","Tropical & Subtropical Moist Broadleaf Forests"
"156","268",2309586408,"MG220401",-6.32,-49.9,"","Tropical & Subtropical Moist Broadleaf Forests"
"157","269",2309586125,"KR081729",-19.69,-39.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"158","270",2309584624,"MG718801",-24.18,-47.92,"","Tropical & Subtropical Moist Broadleaf Forests"
"159","274",2309567377,"KU160053",-1.05,-67.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"160","275",2309564406,"KU159809",-2.7,-60.29,"","Tropical & Subtropical Moist Broadleaf Forests"
"161","276",2309553933,"KR055897",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"162","278",2309540693,"KU160067",-0.57,-67.39,"","Tropical & Subtropical Moist Broadleaf Forests"
"163","279",2309532856,"EU872902",-3.87,-73.35,"","Tropical & Subtropical Moist Broadleaf Forests"
"164","281",2309528335,"JN661794",3.06,-59.46,"","Tropical & Subtropical Moist Broadleaf Forests"
"165","282",2309526429,"MF411168",-6.11,-50.18,"","Tropical & Subtropical Moist Broadleaf Forests"
"166","283",2309522092,"KU160068",-0.57,-67.39,"","Tropical & Subtropical Moist Broadleaf Forests"
"167","284",2309521546,"LT630649",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"168","291",2309490360,"MF411169",-6.32,-48.51,"","Tropical & Subtropical Moist Broadleaf Forests"
"169","292",2309490251,"JN661745",4.09,-52.67,"","Tropical & Subtropical Moist Broadleaf Forests"
"170","293",2309488158,"MF786269",5.26,-59.41,"","Tropical & Subtropical Moist Broadleaf Forests"
"172","296",2309464206,"KU159990",-3.94,-73.41,"","Tropical & Subtropical Moist Broadleaf Forests"
"173","300",2309421099,"KP878509",-3717,-73.2382,"","Tropical & Subtropical Moist Broadleaf Forests"
"174","301",2309420191,"MF171474",-6.1,-50.19,"","Tropical & Subtropical Moist Broadleaf Forests"
"175","303",2309408577,"MF171463",-5.9,-47.93,"","Tropical & Subtropical Moist Broadleaf Forests"
"176","306",2309384620,"LT630659",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"177","310",2309370993,"LT630679",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"178","311",2309365038,"KR025995",-22.82,-42.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"179","312",2309342936,"EU872759",0.56,-67.4,"","Tropical & Subtropical Moist Broadleaf Forests"
"180","313",2309342372,"KU160012",-2.83,-67.89,"","Tropical & Subtropical Moist Broadleaf Forests"
"181","315",2309340881,"MF786196",5.31,-59.84,"","Tropical & Subtropical Moist Broadleaf Forests"
"182","316",2309316494,"MF786351",6.49,-58.51,"","Tropical & Subtropical Moist Broadleaf Forests"
"183","317",2309315735,"EU872918",-4,-73.43,"","Tropical & Subtropical Moist Broadleaf Forests"
"184","322",2309304268,"JN661751",4.09,-52.67,"","Tropical & Subtropical Moist Broadleaf Forests"
"185","323",2309295041,"MF786394",5.81,-60.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"186","325",2309288711,"LT630677",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"187","327",2309274027,"KU159998",-4.91,-73.61,"","Tropical & Subtropical Moist Broadleaf Forests"
"188","330",2309266648,"KU159987",-3.94,-73.41,"","Tropical & Subtropical Moist Broadleaf Forests"
"189","332",2309266067,"LT630685",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"190","333",2309264736,"EU872786",-3.87,-73.35,"","Tropical & Subtropical Moist Broadleaf Forests"
"191","334",2309254083,"MF785400",3.55,-58.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"192","335",2309250006,"MF411170",-6.04,-50.21,"","Tropical & Subtropical Moist Broadleaf Forests"
"193","336",2309243738,"JQ907457",-23.44,-45.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"194","337",2309236653,"JN661793",-3.5,-73.9,"","Tropical & Subtropical Moist Broadleaf Forests"
"195","339",2309231934,"MF786143",6.49,-58.51,"","Tropical & Subtropical Moist Broadleaf Forests"
"196","340",2309226766,"KU160010",-3.5,-68.94,"","Tropical & Subtropical Moist Broadleaf Forests"
"197","341",2309224000,"KU160009",-3.5,-68.94,"","Tropical & Subtropical Moist Broadleaf Forests"
"198","343",2309223170,"KU160051",-1.05,-67.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"199","344",2309212793,"MG719089",-25.08,-47.93,"","Tropical & Subtropical Moist Broadleaf Forests"
"200","347",2309185084,"KU160016",-2.83,-67.9,"","Tropical & Subtropical Moist Broadleaf Forests"
"201","348",2309185022,"MF786439",5.86,-60.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"202","350",2309181998,"LT630686",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"203","351",2309171851,"JN661749",4.09,-52.67,"","Tropical & Subtropical Moist Broadleaf Forests"
"204","352",2309171823,"MF785321",6.38,-60.37,"","Tropical & Subtropical Moist Broadleaf Forests"
"205","354",2309165341,"KU160055",-0.74,-67.51,"","Tropical & Subtropical Moist Broadleaf Forests"
"206","356",2309154479,"LT630673",-10.03,-73.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"207","357",2309143264,"KR055894",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"208","358",2309143102,"KR025996",-22.82,-42.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"209","361",2309110087,"KU160050",-1.05,-67.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"210","362",2309108768,"KU160007",-3.5,-68.94,"","Tropical & Subtropical Moist Broadleaf Forests"
"211","364",2309105475,"LT630678",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"212","366",2309095325,"LT630635",-10.03,-73.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"213","367",2309066948,"KU159986",-3.94,-73.41,"","Tropical & Subtropical Moist Broadleaf Forests"
"214","369",2309062290,"KR025994",-22.97,-43.22,"","Tropical & Subtropical Moist Broadleaf Forests"
"215","371",2309050553,"JN661744",4.09,-52.67,"","Tropical & Subtropical Moist Broadleaf Forests"
"216","374",2309037987,"MG707994",-24.18,-47.92,"","Tropical & Subtropical Moist Broadleaf Forests"
"217","375",2309033199,"EU872665",-4.9,-73.63,"","Tropical & Subtropical Moist Broadleaf Forests"
"218","376",2309023305,"KU159896",-0.58,-64.93,"","Tropical & Subtropical Moist Broadleaf Forests"
