X,X.1,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1,
1560,2780,28162,2310820605,EU872593,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1561,2785,28169,2310533338,EU872589,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1562,2788,28173,2310480243,KU159867,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1563,2789,28174,2310469993,EU872592,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1564,2798,28184,2310191011,EU872590,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1565,2800,28186,2310145981,EU872616,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1566,2811,28203,2309798508,EU872617,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1567,2813,28206,2309753210,EU872581,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1568,2816,28210,2309653734,KU159866,Pagamea guianensis,-53.61,-1.66,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1569,2817,28211,2309650465,KU159863,Pagamea guianensis,-56.35,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1570,2819,28213,2309614266,KU159931,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1571,2820,28214,2309566162,EU872948,Pagamea guianensis,-60.52,0.33,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1572,2823,28217,2309550292,EU872741,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1573,2824,28218,2309546147,KU159930,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1574,2825,28220,2309453726,KU159841,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1575,2826,28221,2309411929,EU872751,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1576,2829,28224,2309366254,KU159785,Pagamea guianensis,-60.03,-2.02,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1577,2830,28226,2309327716,KU159865,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1578,2833,28230,2309297292,KU159933,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1579,2836,28235,2309125352,EU872743,Pagamea guianensis,-60.52,0.33,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1580,2837,28237,2308994015,KU159932,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1581,2842,28244,2308708714,EU872591,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1582,2847,28249,2308627022,KU159870,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1583,2848,28251,2308580395,KU159864,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1584,2852,28255,2308454037,EU872884,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1585,2854,28257,2308354393,EU872881,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1586,2858,28261,2308322416,EU872740,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1587,2861,28264,2308167098,EU872789,Pagamea guianensis,-60.44,-2.76,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1588,2863,28266,2308148992,KU159831,Pagamea guianensis,-60.7,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1589,2864,28267,2308141157,EU872618,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1590,2871,28277,2307847506,EU872949,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1591,2874,28281,2307776917,KU159830,Pagamea guianensis,-60.7,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1592,2875,28282,2307772840,KU159934,Pagamea guianensis,-51.76,-0.23,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1593,2877,28284,2307732010,EU872739,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1594,2880,28288,2307577095,KU159828,Pagamea guianensis,-60.97,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1595,2881,28289,2307574865,KU159779,Pagamea guianensis,-60.93,-1.45,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1596,2883,28292,2307528626,EU872615,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1597,2886,28295,2307444441,KU159820,Pagamea guianensis,-60.91,-1.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1598,2904,28315,2307025468,KU159823,Pagamea guianensis,-60.64,-2.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1599,2906,28317,2306879797,KU159834,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1600,2915,28330,2306611796,KU159821,Pagamea guianensis,-60.91,-1.62,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1601,2921,28336,2306443828,EU872944,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1602,2925,28340,2306214154,KU159929,Pagamea guianensis,-51.62,-0.05,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1603,2929,28346,2306042807,EU872945,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1604,2948,28367,2305565750,KU159833,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1605,2950,28369,2305500660,KU159824,Pagamea guianensis,-60.64,-2.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1606,2961,28381,2305207560,KU159871,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1607,2967,28388,2304990073,KU159835,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1608,2968,28390,2304917816,KU160106,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1609,2972,28395,2304798643,KU159829,Pagamea guianensis,-60.97,-1.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1610,2983,28410,2304552409,KU159832,Pagamea guianensis,-60.1,-3.04,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1611,2985,28412,2304472338,KU159928,Pagamea guianensis,-51.52,-0.08,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1743,2790,28175,2310452645,EU872906,Pagamea guianensis,-77.79,-4.68,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1744,2797,28183,2310270573,EU872901,Pagamea guianensis,-77.78,-4.67,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1745,2885,28294,2307463786,EU872813,Pagamea guianensis,-77.79,-4.68,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1746,2895,28305,2307221703,EU872647,Pagamea guianensis,-77.78,-4.67,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1747,2912,28326,2306649861,EU872649,Pagamea guianensis,-77.79,-4.68,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1748,2927,28342,2306199925,EU872651,Pagamea guianensis,-77.84,-4.64,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1749,2952,28371,2305442632,EU872812,Pagamea guianensis,-77.78,-4.67,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1750,2957,28377,2305297459,EU872650,Pagamea guianensis,-77.79,-4.68,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1751,2962,28382,2305151571,EU872648,Pagamea guianensis,-77.78,-4.67,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
2059,2781,28163,2310818452,EU872883,Pagamea guianensis,-49.97,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2060,2782,28164,2310799489,KU159941,Pagamea guianensis,-50.97,-2.38,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2061,2808,28200,2309861934,KU159943,Pagamea guianensis,-50.97,-2.38,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2062,2812,28205,2309771698,KU159942,Pagamea guianensis,-50.97,-2.38,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2063,2843,28245,2308687532,EU872583,Pagamea guianensis,-49.97,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2064,2855,28258,2308344771,EU872744,Pagamea guianensis,-49.97,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2065,2869,28274,2308018443,KU159940,Pagamea guianensis,-50.97,-2.38,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2066,2870,28276,2307851841,EU872584,Pagamea guianensis,-49.97,-2.13,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2067,2953,28372,2305419734,KU159926,Pagamea guianensis,-52.4,-4.72,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2068,2958,28378,2305239195,KU159925,Pagamea guianensis,-52.4,-4.72,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2069,2959,28379,2305218208,KU159924,Pagamea guianensis,-52.4,-4.72,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2070,2973,28396,2304775479,KU159840,Pagamea guianensis,-52.39,-4.71,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
2071,2980,28404,2304660302,KU159927,Pagamea guianensis,-52.4,-4.72,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests
659,3639,29627,2310853666,KF776095,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
660,3641,29629,2309793232,KF775971,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
661,3645,29633,2308909330,KF776039,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
662,3646,29634,2308893761,KF775853,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
663,3648,29636,2308466237,KF775679,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
664,3649,29637,2307494831,KF775798,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
665,3650,29638,2307026456,KF775745,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
666,3651,29639,2306953737,KF775633,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
667,3653,29641,2306343245,KF775910,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
668,3657,29645,2305099046,KF775754,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
669,3659,29647,2304821515,KF776025,Socratea exorrhiza,-75.1109,-7.4972,Tropical & Subtropical Moist Broadleaf Forests,Iquitos várzea
937,3670,29669,2307924757,KJ540580,Socratea salazarii,-74.5866,-3.6254,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
938,3676,29675,2305379301,KJ540582,Socratea salazarii,-74.5236,-3.7313,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
939,3677,29676,2305375029,KJ540592,Socratea salazarii,-74.5866,-3.6254,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
1311,3661,29660,2311118733,KJ540559,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1312,3662,29661,2310691313,KJ540552,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1313,3663,29662,2310580484,KJ540609,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1314,3664,29663,2310315584,KF775855,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1315,3665,29664,2310068957,KF776038,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1316,3666,29665,2309794036,KJ540579,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1317,3667,29666,2309632269,KF775972,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1318,3668,29667,2308720454,KJ540567,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1319,3669,29668,2308537248,KJ540608,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1320,3671,29670,2307683217,KF775682,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1321,3672,29671,2307614507,KJ540585,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1322,3673,29672,2307233439,KF775908,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1323,3674,29673,2307115570,KF775797,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1324,3675,29674,2306267360,KJ540544,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1325,3678,29677,2305177903,KJ540596,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1326,3679,29678,2304863718,KF775747,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1327,3680,29679,2304648018,KJ540595,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1328,3681,29680,2304252049,KF775631,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1042,3859,30268,2311194851,KR055923,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1043,3865,30276,2310983181,KR081836,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1044,3867,30278,2310790147,KP964216,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1045,3876,30290,2310300185,KR076213,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1046,3880,30294,2310285322,KR026138,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1047,3900,30316,2309791762,KR076214,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1048,3901,30317,2309747327,KR055926,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1049,3905,30321,2309535626,KR076212,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1050,3912,30329,2309383099,KR055927,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1051,3913,30330,2309370348,KP964218,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1052,3914,30331,2309334684,KR055922,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1053,3915,30332,2309271934,KR076215,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1054,3919,30336,2309175208,KR076216,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1055,3926,30345,2308798290,KP964215,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1056,3938,30357,2308614422,KP964217,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1057,3951,30370,2308265076,KR076217,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1058,3964,30385,2307859918,KR081835,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1059,3968,30391,2307664382,KR055925,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1060,3969,30392,2307650282,KR081831,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1061,3978,30402,2307372421,KR026139,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1062,3982,30407,2307241633,KR026142,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1063,3984,30409,2307072017,KR055924,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1064,3988,30415,2306814080,KP964213,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1065,3994,30425,2306413720,KR026140,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1066,3997,30430,2306287819,KP964214,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1067,4005,30446,2305822616,KR081833,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1068,4008,30453,2305656876,KR081832,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1069,4010,30455,2305608418,KR026141,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1070,4020,30473,2304777562,KR081834,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1071,4024,30482,2304561957,KR026143,Spondias mombin,-68.96,-3.47,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1333,3857,30266,2311228668,KR055929,Spondias mombin,-67.75,-10.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1334,3858,30267,2311202814,KR081849,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1335,3860,30269,2311183859,KR076254,Spondias mombin,-67.89,-9.94,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1336,3861,30270,2311171351,KR026178,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1337,3863,30273,2311059807,KR026170,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1338,3868,30279,2310769699,KR055932,Spondias mombin,-67.87,-10.01,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1339,3872,30284,2310536646,KR081851,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1340,3874,30286,2310463368,KR055938,Spondias mombin,-67.89,-9.94,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1341,3875,30287,2310408617,KR026171,Spondias mombin,-67.75,-10.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1342,3878,30292,2310291033,KR055931,Spondias mombin,-67.82,-10.02,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1343,3879,30293,2310287750,KR081843,Spondias mombin,-67.86,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1344,3882,30296,2310233262,KR055937,Spondias mombin,-67.88,-9.95,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1345,3885,30299,2310189896,KR055934,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1346,3887,30302,2310086918,KR026183,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1347,3890,30305,2310012196,KR026175,Spondias mombin,-67.86,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1348,3892,30307,2309996857,KR026174,Spondias mombin,-67.87,-10.01,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1349,3893,30308,2309956585,KR076257,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1350,3895,30311,2309898944,KR081846,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1351,3896,30312,2309896229,KR026181,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1352,3897,30313,2309866912,KR055935,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1353,3899,30315,2309812981,KR055933,Spondias mombin,-67.86,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1354,3904,30320,2309671787,KR081845,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1355,3909,30326,2309449698,KR055936,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1356,3910,30327,2309446593,KR055930,Spondias mombin,-67.77,-10.05,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1357,3911,30328,2309398054,KR026177,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1358,3916,30333,2309258303,KR055928,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1359,3917,30334,2309245895,KR076253,Spondias mombin,-67.88,-9.95,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1360,3918,30335,2309184134,KR026182,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1361,3920,30337,2309124516,KR076250,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1362,3921,30339,2309026323,KR081841,Spondias mombin,-67.82,-10.02,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1363,3923,30341,2308934169,KR081848,Spondias mombin,-67.89,-9.94,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1364,3924,30342,2308924806,KR055939,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1365,3925,30344,2308816741,KR026179,Spondias mombin,-67.88,-9.95,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1366,3928,30347,2308735824,KR076251,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1367,3932,30351,2308698215,KR081844,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1368,3934,30353,2308673966,KR026180,Spondias mombin,-67.89,-9.94,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1369,3935,30354,2308632281,KR081842,Spondias mombin,-67.87,-10.01,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1370,3939,30358,2308608686,KR076246,Spondias mombin,-67.77,-10.05,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1371,3944,30363,2308410955,KR076255,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1372,3946,30365,2308329878,KR081838,Spondias mombin,-67.85,-9.97,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1373,3948,30367,2308304265,KR076252,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1374,3950,30369,2308278621,KP964257,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1375,3952,30371,2308191074,KR081847,Spondias mombin,-67.88,-9.95,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1376,3953,30373,2308123540,KR026176,Spondias mombin,-67.87,-9.96,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1377,3954,30374,2308102019,KR076248,Spondias mombin,-67.87,-10.01,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1378,3955,30376,2308014336,KR076256,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1379,3956,30377,2308010838,KP964249,Spondias mombin,-67.82,-10.02,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1380,3959,30380,2307961558,KR081850,Spondias mombin,-69.36,-10.76,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1381,3960,30381,2307945846,KR026173,Spondias mombin,-67.82,-10.02,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1382,3961,30382,2307931928,KR026172,Spondias mombin,-67.77,-10.05,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1383,3962,30383,2307898790,KR081840,Spondias mombin,-67.77,-10.05,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
