X,X.1,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1,
1260,1488,5384,2304161380,KJ734432,Ficus insipida,-70.1,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1698,1240,5125,2311245698,KJ734379,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1699,1242,5127,2311196631,KJ734383,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1700,1246,5131,2311149136,KJ734530,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1701,1249,5134,2311032642,KJ734523,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1702,1250,5135,2311031159,KJ734524,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1703,1257,5142,2310890998,KJ734368,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1704,1287,5172,2310418905,KJ734380,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1705,1298,5183,2310280728,KJ734382,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1706,1300,5185,2310214311,KJ734376,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1707,1304,5189,2310132622,KJ734527,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1708,1305,5190,2310111264,KJ734377,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1709,1310,5196,2310000977,KJ734367,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1710,1318,5204,2309860756,KJ734522,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1711,1326,5212,2309621215,KJ734366,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1712,1337,5223,2309488702,KJ734370,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1713,1339,5225,2309456492,KJ734378,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1714,1345,5231,2309229967,KJ734528,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1715,1350,5236,2309178246,KJ734385,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1716,1352,5238,2309170525,KJ734381,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1717,1367,5253,2308659527,KJ734529,Ficus insipida,-75,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1718,1384,5270,2308317236,KJ734384,Ficus insipida,-75.01,-8.87,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1719,1386,5273,2308175676,KJ734351,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1720,1387,5274,2308155142,KJ734369,Ficus insipida,-75.05,-8.82,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1721,1388,5276,2308041942,KJ734354,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1722,1414,5305,2307254878,KJ734348,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1723,1422,5314,2306856820,KJ734516,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1724,1435,5328,2306465237,KJ734513,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1725,1442,5335,2306280786,KJ734515,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1726,1450,5344,2305885366,KJ734347,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1727,1451,5345,2305883322,KJ734350,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1728,1453,5347,2305787506,KJ734352,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1729,1455,5349,2305695608,KJ734349,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1730,1459,5353,2305512691,KJ734355,Ficus insipida,-76.65,-6.28,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1731,1461,5355,2305485161,KJ734514,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1732,1475,5371,2304847356,KJ734346,Ficus insipida,-76.65,-6.3,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
1733,1487,5383,2304169493,KJ734353,Ficus insipida,-76.65,-6.29,Tropical & Subtropical Moist Broadleaf Forests,Ucayali moist forests
315,2147,6857,2311140923,JN661798,Jacaranda copaia,-53.95,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
316,2152,6862,2308837242,JN661796,Jacaranda copaia,-52.8,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
317,2162,6872,2305486483,JN661781,Jacaranda copaia,-52.8,4.36,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
318,2166,6876,2305145631,JN661783,Jacaranda copaia,-53.95,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
789,2151,6861,2309014296,JN661799,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
790,2153,6863,2308299652,JN661797,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
791,2160,6870,2306185934,JN661782,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
792,2169,6879,2304512859,JN661784,Jacaranda copaia,-55.58,-3.07,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
931,2148,6858,2310323517,JN661791,Jacaranda copaia,-76.4,-0.66,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
932,2154,6864,2308147642,JN661792,Jacaranda copaia,-77.6,-1.07,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
933,2157,6867,2307503782,JN661804,Jacaranda copaia,-76.38,-0.66,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
934,2164,6874,2305204736,JN661789,Jacaranda copaia,-76.38,-0.66,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
935,2167,6877,2305017797,JN661806,Jacaranda copaia,-76.4,-0.66,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
936,2170,6880,2304176323,JN661807,Jacaranda copaia,-77.6,-1.07,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests
1037,2159,6869,2306304851,JN661788,Jacaranda copaia,-64.75,-3.45,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1038,2168,6878,2304993703,JN661803,Jacaranda copaia,-64.75,-3.45,Tropical & Subtropical Moist Broadleaf Forests,Purus várzea
1281,2149,6859,2309196057,JN661790,Jacaranda copaia,-69,-8.72,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1282,2165,6875,2305200507,JN661805,Jacaranda copaia,-69,-8.72,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1526,2150,6860,2309157044,JN661802,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1527,2155,6865,2307892163,JN661801,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1528,2156,6866,2307650112,JN661786,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1529,2158,6868,2307228508,JN661787,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1530,2161,6871,2306026639,JN661785,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1531,2163,6873,2305474756,JN661800,Jacaranda copaia,-59.97,-2.88,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
389,2799,28185,2310177617,EU872629,Pagamea guianensis,-55.18,5.47,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
390,2807,28198,2309911490,EU872828,Pagamea guianensis,-55.18,5.47,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
391,2809,28201,2309834181,EU872628,Pagamea guianensis,-55.18,5.47,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
392,2822,28216,2309556247,EU872910,Pagamea guianensis,-55.18,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
393,2839,28239,2308929283,EU872950,Pagamea guianensis,-55.18,5.47,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
394,2900,28310,2307143660,EU872829,Pagamea guianensis,-55.18,5.46,Tropical & Subtropical Moist Broadleaf Forests,Guianan lowland moist forests
730,2786,28170,2310510227,EU872870,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
731,2806,28197,2309914120,EU872839,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
732,2831,28227,2309315854,EU872756,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
733,2834,28231,2309283461,EU872911,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
734,2841,28242,2308754753,EU872790,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
735,2857,28260,2308326592,KU159826,Pagamea guianensis,-60.73,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
736,2859,28262,2308314954,EU872640,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
737,2868,28273,2308023612,KU159775,Pagamea guianensis,-61.78,-1.8,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
738,2876,28283,2307749711,KU159844,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
739,2887,28296,2307398311,KU159842,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
740,2890,28299,2307336615,KU159912,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
741,2896,28306,2307166324,EU872641,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
742,2901,28311,2307087641,KU159822,Pagamea guianensis,-60.99,-2.44,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
743,2908,28321,2306832390,KU159843,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
744,2910,28323,2306801252,KU160110,Pagamea guianensis,-63.48,-0.46,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
745,2918,28333,2306509537,EU872689,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
746,2919,28334,2306490832,EU872688,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
747,2920,28335,2306463910,KU159913,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
748,2926,28341,2306210153,KU159910,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
749,2931,28348,2305966531,KU159909,Pagamea guianensis,-64.77,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
750,2932,28349,2305956816,KU159911,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
751,2940,28359,2305769211,KU159914,Pagamea guianensis,-64.76,-0.49,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
752,2941,28360,2305752381,KU159908,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
753,2942,28361,2305678917,KU159827,Pagamea guianensis,-60.72,-2.63,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
754,2945,28364,2305618080,EU872851,Pagamea guianensis,-64.93,-0.58,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
755,2949,28368,2305527989,KU159837,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
756,2951,28370,2305450188,KU159838,Pagamea guianensis,-60.12,-3.2,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
757,2955,28374,2305413818,EU872687,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
758,2956,28376,2305353812,KU159915,Pagamea guianensis,-64.76,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
759,2963,28383,2305132995,EU872686,Pagamea guianensis,-67.4,0.56,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
760,2970,28393,2304816574,KU160109,Pagamea guianensis,-63.47,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
761,2975,28399,2304697476,KU159825,Pagamea guianensis,-60.73,-2.62,Tropical & Subtropical Moist Broadleaf Forests,Japurá-Solimões-Negro moist forests
808,2772,28149,2311170819,EU872585,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
809,2773,28150,2311165144,EU872703,Pagamea guianensis,-64.95,-9.61,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
810,2779,28161,2310867653,KU159786,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
811,2784,28168,2310631313,EU872755,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
812,2801,28188,2310062313,KU159782,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
813,2802,28191,2310026816,KU159783,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
814,2821,28215,2309557192,EU872879,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
815,2832,28229,2309299539,KU159781,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
816,2844,28246,2308684792,EU872784,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
817,2845,28247,2308673747,KU159780,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
818,2853,28256,2308395484,KU159784,Pagamea guianensis,-59.96,-6.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
819,2856,28259,2308335299,KU160105,Pagamea guianensis,-60.62,-12.39,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
820,2891,28300,2307301833,KU159966,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
821,2899,28309,2307151546,EU872878,Pagamea guianensis,-65,-9.59,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
822,2903,28313,2307029180,KU159971,Pagamea guianensis,-62.28,-7.84,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
823,2905,28316,2307024268,KU159970,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
824,2943,28362,2305669164,KU159965,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
825,2954,28373,2305416693,KU159969,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
826,2966,28387,2305000538,EU872988,Pagamea guianensis,-64.95,-9.61,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
827,2982,28409,2304553954,KU159972,Pagamea guianensis,-62.28,-7.85,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
828,2989,28417,2304326143,KU159967,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
829,2990,28418,2304275358,KU159968,Pagamea guianensis,-62.15,-7.91,Tropical & Subtropical Moist Broadleaf Forests,Madeira-Tapajós moist forests
848,2795,28181,2310286699,KU159937,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
849,2804,28195,2309999562,KU159935,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
850,2827,28222,2309394565,KU159936,Pagamea guianensis,-51.35,-0.65,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
851,2840,28240,2308909377,KU159938,Pagamea guianensis,-50.92,-1.42,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
852,2862,28265,2308152616,KU159939,Pagamea guianensis,-50.91,-1.43,Tropical & Subtropical Moist Broadleaf Forests,Marajó várzea
896,2873,28280,2307800537,KU160028,Pagamea guianensis,-54.96,-9.02,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
897,2879,28287,2307595811,KU160038,Pagamea guianensis,-54.96,-8.84,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
898,2882,28290,2307556257,KU160029,Pagamea guianensis,-54.93,-9.04,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
899,2893,28303,2307250936,KU160036,Pagamea guianensis,-54.85,-9.39,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
900,2897,28307,2307158388,KU160037,Pagamea guianensis,-54.96,-8.84,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
901,2924,28339,2306250104,KU160034,Pagamea guianensis,-54.86,-9.53,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
902,2939,28357,2305786661,KU160035,Pagamea guianensis,-54.85,-9.39,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
903,2944,28363,2305642548,KU160033,Pagamea guianensis,-54.86,-9.53,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
904,2964,28384,2305086485,KU160030,Pagamea guianensis,-54.92,-9.05,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
905,2971,28394,2304805930,KU160032,Pagamea guianensis,-54.9,-9.16,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
906,2974,28398,2304698166,KU160031,Pagamea guianensis,-54.92,-9.05,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests
993,2774,28152,2311103664,EU872757,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
994,2787,28171,2310493938,EU872626,Pagamea guianensis,-63.16,-0.2,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
995,2803,28192,2310015325,EU872947,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
996,2805,28196,2309975618,EU872754,Pagamea guianensis,-63.16,-0.2,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
997,2818,28212,2309634266,EU872875,Pagamea guianensis,-63.16,-0.2,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
998,2889,28298,2307378573,EU872738,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
999,2892,28302,2307257584,EU872942,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1000,2894,28304,2307229135,KU159893,Pagamea guianensis,-64.83,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1001,2898,28308,2307157132,KU159907,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1002,2902,28312,2307037120,KU159906,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1003,2907,28318,2306876914,KU159904,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1004,2911,28325,2306693205,EU872735,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1005,2923,28338,2306349420,EU872571,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1006,2935,28352,2305910644,KU159889,Pagamea guianensis,-64.83,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1007,2938,28356,2305828031,KU159905,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1008,2946,28365,2305614254,EU872572,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1009,2960,28380,2305211828,KU159892,Pagamea guianensis,-64.83,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1010,2969,28392,2304851878,KU159890,Pagamea guianensis,-64.83,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1011,2978,28402,2304663881,EU872850,Pagamea guianensis,-65,-0.37,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1012,2979,28403,2304660523,KU159891,Pagamea guianensis,-64.83,-0.48,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1013,2986,28414,2304439175,KU159903,Pagamea guianensis,-64.93,-0.52,Tropical & Subtropical Moist Broadleaf Forests,Negro-Branco moist forests
1081,2914,28328,2306623722,KU159839,Pagamea guianensis,-60.99,-4.82,Tropical & Subtropical Moist Broadleaf Forests,Purus-Madeira moist forests
1113,2796,28182,2310273451,EU872742,Pagamea guianensis,-60.97,1.48,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1114,2838,28238,2308945329,EU872577,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1115,2860,28263,2308309431,EU872946,Pagamea guianensis,-60.97,1.48,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1116,2872,28278,2307830923,EU872889,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1117,2878,28286,2307603340,EU872934,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1118,2884,28293,2307464895,EU872576,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1119,2888,28297,2307392209,EU872574,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1120,2909,28322,2306814998,EU872575,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1121,2922,28337,2306414862,EU872805,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1122,2930,28347,2306023258,EU872890,Pagamea guianensis,-66.64,4.08,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1123,2936,28354,2305844670,EU872807,Pagamea guianensis,-66.64,4.08,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1124,2937,28355,2305841245,EU872806,Pagamea guianensis,-66.68,4.13,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1300,2792,28177,2310383984,EU872788,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1301,2828,28223,2309382417,EU872877,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1302,2867,28272,2308024178,EU872663,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1464,2810,28202,2309832641,KU159922,Pagamea guianensis,-53.57,-5.47,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1465,2916,28331,2306606826,KU159919,Pagamea guianensis,-53.35,-5.51,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1466,2933,28350,2305949265,KU159918,Pagamea guianensis,-53.35,-5.51,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1467,2965,28385,2305080056,KU159916,Pagamea guianensis,-53.11,-5.4,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1468,2976,28400,2304692844,KU159923,Pagamea guianensis,-53.57,-5.54,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1469,2977,28401,2304687451,KU159921,Pagamea guianensis,-53.57,-5.47,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1470,2984,28411,2304492041,KU159917,Pagamea guianensis,-53.11,-5.4,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1471,2988,28416,2304331445,KU159920,Pagamea guianensis,-53.34,-5.51,Tropical & Subtropical Moist Broadleaf Forests,Tapajós-Xingu moist forests
1473,2814,28208,2309696460,EU872885,Pagamea guianensis,-48.39,-1.52,Tropical & Subtropical Moist Broadleaf Forests,Tocantins/Pindare moist forests
1474,2866,28270,2308123423,EU872745,Pagamea guianensis,-48.39,-1.52,Tropical & Subtropical Moist Broadleaf Forests,Tocantins/Pindare moist forests
1557,2775,28153,2311103487,KU159869,Pagamea guianensis,-53.62,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1558,2776,28156,2310974920,KU159868,Pagamea guianensis,-53.61,-1.64,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
1559,2777,28158,2310943033,EU872582,Pagamea guianensis,-51.39,0.73,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests
