"gbifID";"occurrenceID";"kingdom";"phylum";"class";"order";"family";"genus";"species"
"6242";2309685650;"KL761376";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6243";2309685060;"KL762223";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6244";2309682300;"KL768149";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6245";2309682121;"KL769166";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6246";2309681902;"KL767960";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6247";2309681839;"KL774836";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6248";2309681313;"KL778283";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6249";2309681062;"KL779217";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6250";2309680901;"KL771918";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6251";2309680766;"KL764628";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6252";2309680673;"KL776670";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6253";2309680595;"KL765645";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6254";2309680539;"KL777192";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6255";2309680461;"KL775527";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6256";2309680327;"KL776463";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6257";2309680303;"KL765771";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6258";2309680301;"KL779631";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6259";2309679820;"KL765014";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6260";2309679476;"KL780080";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6261";2309678688;"KL770374";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6262";2309678628;"KL767224";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6263";2309678321;"KL770950";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6264";2309678270;"KL779221";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6265";2309678218;"KL762436";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6266";2309677855;"KL774423";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6267";2309677776;"KL772434";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6268";2309677714;"KL779211";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6269";2309677614;"KL766116";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6270";2309677582;"KL780039";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6271";2309677538;"KL762183";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6272";2309677493;"KL761904";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6273";2309677227;"KL773406";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6274";2309677201;"KL764622";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6275";2309675900;"KL765106";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6276";2309675691;"KL765232";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6277";2309675587;"KL770290";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6278";2309674874;"KL769377";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6279";2309674791;"KL767595";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6280";2309674630;"KL778818";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6281";2309674483;"KL767964";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6282";2309673735;"KL765488";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6283";2309673537;"KL775991";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6284";2309673462;"KL767639";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6285";2309671438;"KL768982";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6286";2309670723;"KL768199";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6287";2309670205;"KL770867";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6288";2309670137;"KL763739";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6289";2309670008;"KL769544";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6290";2309669753;"KL778409";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6291";2309669750;"KL765359";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6292";2309667164;"KL773863";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6293";2309666887;"KL762469";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6294";2309666649;"KL771586";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6295";2309666476;"KL779092";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6296";2309665280;"KL768484";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6297";2309664882;"KL778159";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6298";2309664280;"KL765139";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6299";2309663900;"KL778810";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6300";2309663789;"KL775930";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6301";2309663072;"KL780207";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6302";2309662711;"KL762306";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6303";2309661251;"KL763819";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6304";2309661114;"KL772198";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6305";2309661108;"KL765808";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6306";2309661048;"KL762847";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6307";2309660806;"KL779920";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6308";2309660733;"KL779470";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6309";2309660531;"KL774556";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6310";2309660473;"KL776095";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6311";2309660350;"KL778903";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6312";2309659085;"KL766873";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6313";2309659079;"KL763867";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6314";2309659005;"KL775576";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6315";2309658890;"KL763948";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6316";2309658889;"KL776593";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6317";2309658685;"KL773587";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6318";2309658424;"KL769258";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6319";2309657377;"KL770481";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6320";2309655990;"KL767171";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6321";2309655873;"KL770852";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6322";2309655703;"KL771374";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6323";2309655666;"KL765920";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6324";2309655654;"KL762590";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6325";2309655639;"KL776405";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6326";2309655638;"KL767414";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6327";2309655604;"KL765470";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6328";2309655597;"KL775271";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6329";2309655483;"KL772553";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6330";2309655312;"KL764453";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6331";2309655126;"KL767207";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6332";2309655055;"KL763724";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6333";2309654911;"KL778410";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6334";2309654787;"KL779013";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6335";2309654360;"KL762804";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6336";2309654053;"KL764424";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6337";2309653419;"KL779397";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6338";2309651512;"KL767009";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6339";2309651428;"KL763157";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6340";2309651260;"KL768233";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6341";2309651171;"KL770528";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6342";2309650985;"KL771707";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6343";2309650429;"KL767928";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6344";2309650182;"KL762978";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6345";2309649834;"KL766299";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6346";2309649824;"KL767847";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6347";2309649458;"KL763075";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6348";2309649366;"KL761374";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6349";2309649003;"KL780085";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6350";2309649001;"KL767503";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6351";2309648706;"KL774424";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6352";2309648435;"KL764614";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6353";2309648101;"KL776035";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6354";2309647889;"KL771085";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6355";2309647839;"KL767206";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6356";2309647781;"KL771409";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6357";2309647565;"KL762256";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6358";2309647328;"KL770739";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6359";2309647013;"KL776382";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6360";2309646900;"KL771837";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6361";2309646582;"KL770784";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6362";2309646361;"KL774630";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6363";2309646168;"KL763362";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6364";2309646128;"KL772191";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6365";2309645749;"KL765225";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6366";2309645633;"KL777141";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6367";2309645215;"KL776456";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6368";2309645137;"KL774179";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6369";2309645072;"KL769823";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6370";2309644980;"KL763199";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6371";2309644937;"KL771875";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6372";2309644876;"KL774962";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6373";2309644774;"KL767258";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6374";2309643154;"KL765221";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6375";2309642951;"KL764330";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6376";2309642642;"KL772142";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6377";2309642562;"KL770315";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6378";2309642467;"KL771125";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6379";2309642051;"KL771508";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6380";2309641973;"KL772444";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6381";2309641433;"KL764137";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6382";2309641380;"KL773047";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6383";2309641078;"KL767801";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6384";2309640188;"KL776630";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6385";2309638411;"KL777647";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6386";2309637340;"KL778502";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6387";2309637125;"KL773714";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6388";2309636617;"KL772108";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6389";2309636479;"KL771424";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6390";2309636406;"KL761380";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6391";2309636077;"KL773620";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6392";2309635645;"KL765510";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6393";2309635358;"KL767130";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6394";2309632984;"KL764195";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6395";2309631647;"KL768286";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6396";2309631569;"KL776674";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6397";2309631322;"KL764965";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6398";2309631233;"KL779392";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6399";2309630816;"KL774559";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6400";2309630483;"KL762767";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6401";2309630340;"KL777725";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6402";2309630169;"KL777437";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6403";2309629953;"KL769418";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6404";2309629926;"KL776834";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6405";2309629790;"KL778742";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6406";2309629712;"KL777068";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6407";2309629535;"KL779552";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6408";2309629498;"KL774094";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6409";2309629361;"KL770854";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6410";2309629278;"KL767209";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6411";2309629101;"KL761782";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6412";2309629091;"KL763852";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6413";2309628992;"KL766237";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6414";2309628877;"KL769162";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6415";2309628811;"KL774463";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6416";2309628721;"KL771538";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6417";2309628556;"KL768307";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6418";2309628404;"KL771213";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6419";2309627205;"KL774628";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6420";2309627108;"KL778651";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6421";2309626990;"KL779416";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6422";2309626731;"KL770857";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6423";2309626532;"KL779047";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
"6424";2309626464;"KL766942";"Plantae";"Tracheophyta";"Magnoliopsida";"Malpighiales";"Euphorbiaceae";"Manihot";"Manihot esculenta"
